class,message
0,The thing is i do realize you can replicate most of the features with something like a raspi I purchased it because it has a really cool interface and is easy to use
0,But you're literally acting like it's so much better sir.
0,and i can do everything from my phone
0,Quad core and supports 99% of the shit you are arguing about
0,you can do everything from a phone on PFsense and OPNSense too
0,I mean it is better is some ways
0,OPNSense being more user friendly than PFsense.
0,and the fact i can manage completely from my phone
0,"the only ""better"" is you can stick it in your pocket but i countered that with you can use an INTEL NUC or Mini PC that can fit in your pocket anyway"
0,Shitty little nuc and it's better than firewalla
0,anyway its sitting at a stable 600ms
0,The fuck is up with that to be 600ms
0,i did latency command 4 times 5 sec apart
0,Yes and the fact that it has all of those features bundled together in one
0,For a raspi youd have to install several apps to come close to the same amount of features
0,thats fine im on about the role i had to verify users for ipscan commands n shit
0,That's to discord api but it shouldn't be that high
0,"Lord he's swapping topic from the ""hardware"" that was disproven3000 times to now the GUI again"
0,you accidently gave that role the perms monke bot itself needed
0,Like I said it's not a bad product it's just for people that don't know how to set it up themselves
0,There's no special dedicated hardware it's just a fancy GUI packed in with free software and marked up
0,dont need a verify role or full perms
0,Which I mean like a lot of products are fancy designs on free shit resold
0,So it's not horrible it's just. Like I said nothing special
0,imagine spending $300 for a useless router add on
0,@Lord should get my bot in your server so you can remotely talk trash to niggas thru it
0,Virgin media decided to upgrade my speed +60mbs noice
0,Yes but im not purchasing it for the fact that i cant set something up like it on a raspi for example i bought it because it seemed like a really cool product
0,Must be nice I pay for gig speeds and barely get 100mbps
0,if you think its sketch as in getting your discord clapped thru it can get you source access
0,just wana get my bot out there somehow
0,Damn I pay £25 a month for this shit
0,"And that's where I disagree because you're paying for a ""really cool product"" when there are free alternatives"
0,Either you have the knowledge to setup the free alternatives yourself or you don't and you pay for the easy one
0,My virgin media is maxed at 160 even tho I pay for 200
0,if you have the fastest speed in your area they usually give you the free upgrade when they increase it
0,essentially a plan based system where only the speeds change in each one
0,Wouldnt be free for me because id still have to purchase another device to run the software on
0,Right but it'd be a lot cheaper
0,And i don’t necessarily “need” it so this isnt really my intention
0,You can buy an old PC and a switch for under $100
0,Nah I pay for 200mbs but it goes up to a gig in my area
0,And that $230 one doesn't even support gig speeds
0,they may have bumped all the plans
0,oh shit i stumbled into the hood
0,Fortunately for me I dont have gigabit speeds anyways
0,A bottleneck in your router would kill your LAN speeds too
0,Hm it’s ok most times I pay for 250 or 200 I don’t remember but get 160 ish most time even with router settings chsnged
0,@Replays what hood is this crips or blood?
0,Really I pay nothing over 30 quid
0,I complain alot to them so they lowered it
0,Yeah I can’t remember the exact price
0,When you want to leave it’s always ‘no no I’ll speak to my boss and see if we have any deals’
0,Yeah every broadband company  does that lol
0,@./Cali low-key not tryna smash her tonight cause I’m only gonna be smokin bud so imma just say I can’t cause it’s Ramadan
0,Bro I’m not gonna be fucking bothered to hit when I’m high asf
0,bro cannot keep himself off the drugs
0,bong ripped so deep felt like i got ice barraged
0,I was going to go out to my girls but the voddy keeps me happy
0,I has lemon amnesia the other day that was good
0,But imma go pick up some average cookie dawg in like an hour
0,And I ordered some Pyote cookies off telegram last night
0,Cl if my girl wants to meet me she can come mine Cus I need to make a trip to asda for some Smirnoff
0,Yeah I took a bong hit of pure kief last night and I could barely speak to my dad when he asked me how college was 💀
0,american kids are going to be like 25% less intelligent than their parents because of vaping and weed
0,I tried to sneak a spliff into college
0,Lmao did they not take it off u
0,I remember trying to get a vape jnto mainstream
0,And using ChatGPT to get through school
0,Reeks of piss and homelessness in here
0,Cl the 9k puff vapes to hard
0,Just can’t get them anywhere round me much
0,Be honest this is an honesty friendly server
0,I am just wondering I don't recognise you.
0,I own a panel but haven’t used it in time so like idk if it’s still working
0,Had pure mdma crystals the other day
0,Do you own it yourself or do you have a plan on it?
0,25% trans 25% drug junky 25% ddoser 25% flight sim
0,Going to have to note this one down.
0,4 of us went through 6g of pure crystal md in one night taking a long break off it but it’s good
0,Yeah when I tried to look at my phone I couldn’t read anything
0,That is NOT how you spell Sydney
0,And I know it's not how they spell it because their email is spelled right :bitconnect:
0,shit will bend like a piece of paper
0,I lost my old red handle I snapped it putting it thru someone’s front door
0,Yh imma buy a sammy soon there’s a website when u can buy all that shit
0,this mf was showing off a sword to discord egirls
0,The hello kitty one is Ben one of my boys
0,Yeah I know I was just exaggerating a little
0,just connected to ry's brain implant with RGHC
0,Ben can whip up a script for ya dinner
0,il whip you like your dad should have
0,Ben can't reverse the index of a SCP packet.
0,Would u like to ask him this sir
0,Ok add me back rq I’ll make a gc
0,Add me back and I’ll make a gc for u
0,But I lost my shit when they sent it to me
0,didnt that hoe have resolver tools n shit at one point?
0,Had a lot of shit in there
0,i just remember tryin not to lose my login key
0,"Gonna hear ""RGHC CONNECTED"" and have a fuckin 'nam flashback"
0,boutta pull up outside your house in the am
0,@rylen I’ll invite him instead seeming as u don’t want a gc
0,do it then. i dont join skid groups
0,nigga if you are here you prolly cant code
0,"This dude keeps telling his k9 ""Speak"""
0,Makin the dog bark at him :kek:
0,Dude's hiding in there shitting his pants
0,"It's funny tho cause like when he says ""speak"""
0,Each time he says it his voice gets deeper and deeper
0,deeper the tone more aggressive the dog gets
0,i do it with mine all the time
0,if you talk loud to him nigga will show a toof
0,mess around prolly get a finger bit off
0,Add me and I’ll make a gc
0,u dont even know me and ur calling me a skid?
0,if u cant code what use are u
0,cant even make a python web request without importing requests
0,i cant believe were to that point
0,cant even say some shit like that in a text chat on the internet without prolly catching a felony
0,still waiting for one of you skids to reverse a linked list
0,I’ll make a gc and we will sort it there
0,Instead of a chat with ur buddy’s
0,both of you skids are here and u cant accomplish a basic task
0,Like I can when he won’t add
0,Why are you so worried about making a gc?
0,i stole all rys users and sent them to cyberghost
0,why r u ducking a basic question
0,says can code but cant reverse a linked list while we're all watching and waiting
0,I’m waiting for u to add me so I can do the gc
0,Why are you so intent about a gc?
0,we're in a group chat right now its called a guild
0,Because all his fag friends will jump into shit that doesn’t concern them
0,You're a skid and a very pissy one
0,make a python web request without importing any modules
0,the other skid u invited couldnt code
0,He’s avoiding a gc to talk to us
0,I'm gonna lose my shit if he's talking bout the same Ben I know
0,none of u skids can reverse a linked list
0,Reverse ur body in-front of a train
0,Do you know a ben who can't code? @Lord
0,skid ass kid dodging for 10 minutes straight
0,Seeming as ur buddy’s r getting involved
0,I know a Ben that can somewhat code
0,@zR1 how do you write a variable in lua
0,@zR1 what is the difference between a let var and const variable type in javascript
0,I probably know more lua than this kid from my exploiting in Roblox days
0,U seem to be dick riding ry
0,Nigga claims to know lua but can’t tell me how to write a variable
0,cant answer coding questions u learn in high school computer science what a fucking skid
0,Ok we will see when I get him awake
0,Nigga claims lua but wouldn’t answer my question
0,what about the other skid u invited
0,Ben is sleeping on the stolen github code
0,nice excuse but u can just say u cant code
0,“Skid ass kid”that’s a first hearing that
0,Shut up I’m tryna get Ben on
0,"""ben wake up please please please i need u to answer coding questions for me"""
0,too bad neither of u can code
0,Wake up a skiddy is onto u
0,u cant talk to me until u can answer my questions
0,answer the questions instead of dodging like ur a syrian
0,never touched a clit in ur life
0,go get a girl instead of sitting at a pc for 24 hours a day
0,every heard of a 40 year old virgin
0,Ever heard of being able to write code?
0,all these years on the internet; the age of information
0,my name isnt ry who sits at his pc 24/7 getting fat gets no pussy and owns courvix when vpn servers couldnt last a few months
0,I used courvix vpn since 2018-2019 area until 2022
0,do i look like i sit at my pc all day skid
0,Longer then anything you could possibly host
0,Nigga who is yo unknown having ass calling a skid
0,learn to code instead of talking shit to coders
0,u got skidaddled into joining this server by a skid
0,and u cant even answer basic high school questions
0,21 and on discord and prolly dont shower is this u @claire
0,still waiting for any 1 of these 3 skids to reverse a linked list
0,Lemme pull some niggas in here 😂
0,Me and ry are the only coders
0,cant make web requests in python without a module
0,cant tell me the difference between the 3 variable types in js
0,think of new things to say other then 'skid ass kids'
0,cant answer any questions whats the point of asking more
0,Bro dodged one of the simplest things in lua coding
0,skids asking for level 2 when they're still on level 1
0,@rylen hey buddy why isn't this working
0,if I was unknown I wouldn't be added by sirmeme
0,it's meant to read the file but it doesn't @rylen
0,wow roblox hacker or whatever knows you
0,Bro really tryna diss the co owner of Synapse X
0,Are you trying to make a rip off dload ??!!!???
0,Yeah you niggas are trolls and retards
0,it's good but apparently it's malware lol no ones ever shown me actual proof though
0,Skids can't code need chatgpt to write it for them
0,Oh no not the scary Roblox exploiters
0,3 skids cant code so they have to call in reinforcements
0,they're calling in 4th codeless infantry regiment 7th skid division
0,But no one has cracked it and shown the malware
0,you should be making my jam sandwich what you on abt
0,I would never download any Roblox exploits
0,>has to invite his friends to do anything
0,Sir you are saying this to a man
0,@zR1 is a ddoser did you know?
0,i contemplated it but wasn't sure if i wanted to
0,when r u going to answer what a linked list is
0,should we enact administrative action on him?
0,the question i asked 20 minutes ago
0,convert a string to an interger retard
0,zR1 where did you find these retards
0,skid ass kid cant do the code equivalent of shapes into the corresponding shape in the box
0,this don can't even do a reverse tcp 4 way handshake
0,i was talking to someone in here and shown the sammy ting on vc and then since that they call u a 'skid' LOL
0,cant do any of the 3 tasks assigned to them to prove they're not skids
0,ry does the gay handshake with his dad
0,I beg these mfs get in vc 💀
0,Can't join vc I'm busy talking to github copilot x
0,this guy's profile is that of a 15 year old egirl with bipolar disorder
0,pal pressing ctrl + r aint rebuilding
0,what do these 2 images show im doing in my project
0,@claire we don't have to be friends anymore but I would still like to talk with you every now and again
0,Seems like speedtest is greater than result.txt
0,how about you hop in a vc and talk shit instead of chatting
0,its dormant until you piss the dev off
0,lol what did you observe it doing?
0,the dev is just open about it
0,if i had a thousand user program best believe i'm usin that shit as a botnet to slam @Lexis skid ass offline
0,boutta nuke that damn shitter php whmcs site
0,ok whoever send me $12 on Cashapp
0,where the fuck do i put it
0,i was pushin that in 2008 nulling whole DCs man
0,I don’t use dload anymore it was good but I don’t need it as of rn
0,Was me my bad send it back plz
0,have those skids answered those questions yet
0,I already know rylen is a child
0,what are the problems with this code
0,stuck on level 1 of coding with ry
0,Bro acting he on sum high level shit with php 😭
0,and ur on no level shit because u cant code
0,so you can impress all the 13 y/o shawties that just got VC
0,At least the language I use isn't restricted to web development
0,Exploiting on Roblox is so 2014 man
0,uh no php isn't just for web dev
0,php can also just be used for general purpose programming lol
0,Imagine thinking someone can't learn multiple languages and just have PHP as one in the toolbox
0,So many niggas unknown to me 😭
0,so much shit still runs on php it's probably not a bad learn
0,facts. dont get me wrong php is garbage but they cant answer the question i asked. skid ass kids
0,10 people know you on Roblox doesn’t =being known
0,hold on let me format this nicer so its easier for the skids to read
0,Why so you can raid with your shitty ass raid tool
0,here it looks super pretty now. answer the question skid ass kid. what is wrong with the code
0,Why would I do something like that?
0,What would you possibly do? Bot or somethin?
0,My members ain't gonna go through yo shit verification
0,He’s mad he can’t code so he’s gonna bot and spam
0,You require member role to actually talk or do anything
0,It's a click but if they don't have the Mental capacity to do so they can be manually verified.
0,You don’t know how to write a variable in lua which is the most simplest and basic shit
0,"my nigga whoever coded ur spastic brain left the repeater on for ""skid"" and ""cant code"""
0,"my nigga whoever coded ur spastic brain left the repeater on for ""skid"" and ""cant code"""
0,"my nigga whoever coded ur spastic brain left the repeater on for ""skid"" and ""cant code"""
0,"my nigga whoever coded ur spastic brain left the repeater on for ""skid"" and ""cant code"""
0,"my nigga whoever coded ur spastic brain left the repeater on for ""skid"" and ""cant code"""
0,You cannot code and you’re posting PORN
0,what use are u if u cant code
0,2023 age of information and u cant code
0,these skids are so ignorant about coding that they resort to nsfw images
0,You can't possibly call people 12 when you act 12 on the internet
0,why u guys so mad about coding
0,Why claim code when you cannot code
0,also @cg is one of the best coders onm the market rn LOOOOOOL
0,yes but who the fuck are you
0,im the best coder in this chat u fucking skids
0,i prefer your mothers ass jiggling on my cock
0,why r these randoms dickriding ry cus hes 'high up'
0,not even a wannabe he straight up cant code
0,I know for a fact none of these mfs can make a render engine from scratch
0,yeah and ur role is black you stupid gorilla
0,i am high up. im important intelligent rich and can code
0,nigga is like those tiktok drop shippers who live in a hotel
0,u had to stop ur 'vpn' host because of funds
0,why you can’t give perms to lord
0,i make $12000 a month just for coding for random skids
0,"cant win and all they say is ""cant code"""
0,Bryan def some special ed emo nigga that slits his wrists
0,Nigga trynna say banning over a argument YOU POSTED a gay black guy sucking another niggas dick
0,im the best coder in this chat
0,I can code ur mothers ass crack
0,Who are these irrelevant swines in my ArmoredVM Discord General Chat
0,just got my pizza burger and these skids still getting bullied
0,could've just learnt to code and taken my advice instead of getting banned
0,Who knows they joined spamming gay gifs
0,Yeah Swines why are you retards acting like swines.
0,Who is brave enough to join vc
0,When you learn to code I will
0,has ben answered any code related questions?
0,Their gaming chair is drenched with piss
0,he is going to be the 40 year old virgin @Lexis
0,?????? im normal weight for my age and height u fucking skid
0,you ain’t 08 none of my niggas know you @cg
0,Ben and this zr1 kid haven’t answered any coding related questions they reply with the simple dodge of “I don’t answer degenerates” “join vc pussys”
0,well i do know but dont answer degens
0,@zR1 @cg @antikur how does rust differ from c in memory management u fucking skids
0,You claim relevancy when you’re unknown asf
0,and reverse a linked list while ur at it
0,I'll explain it when you join a vc with me
0,I said join a vc for the answer
0,see the Voice Channel named 'General' are you able to join!?
0,I don’t answer degenerates !!! Join vc pussy
0,unproductive game skids when u could be coding
0,Lest be real here he ain’t coding he’s stealing the free models and claiming he made them
0,hes been doing lua and js since 2012
0,I doubt he was even born in 2012
0,get in vc stop ducking fat ass monkey
0,get in vc stop ducking fat ass monkey
0,get in vc stop ducking fat ass monkey
0,get in vc stop ducking fat ass monkey
0,get in vc stop ducking fat ass monkey
0,@cg what method do you use to access a html element from js
0,get in vc stop ducking fat ass monkey
0,get in vc stop ducking fat ass monkey
0,get in vc stop ducking fat ass monkey
0,get in vc stop ducking fat ass monkey
0,get in vc stop ducking fat ass monkey
0,get in vc stop ducking fat ass monkey
0,get in vc stop ducking fat ass monkey
0,get in vc stop ducking fat ass monkey
0,what is the purpose of flex in css
0,get in vc stop ducking fat ass monkey
0,get in vc stop ducking fat ass monkey
0,get in vc stop ducking fat ass monkey
0,get in vc stop ducking fat ass monkey
0,get in vc stop ducking fat ass monkey
0,get in vc stop ducking fat ass monkey
0,get in vc stop ducking fat ass monkey
0,get in vc stop ducking fat ass monkey
0,get in vc stop ducking fat ass monkey
0,get in vc stop ducking fat ass monkey
0,get in vc stop ducking fat ass monkey
0,get in vc stop ducking fat ass monkey
0,get in vc stop ducking fat ass monkey
0,@cg what method do you use to access a html element from js
0,report for duty of this cock in ur flaps
0,@cg what method do you use to access a html element from js
0,@cg what method do you use to access a html element from js
0,get in vc stop ducking fat ass monkey
0,@cg what method do you use to access a html element from js
0,@cg what method do you use to access a html element from js
0,@cg what method do you use to access a html element from js
0,get in vc stop ducking fat ass monkey
0,get in vc stop ducking fat ass monkey
0,get in vc stop ducking fat ass monkey
0,get in vc stop ducking fat ass monkey
0,get in vc stop ducking fat ass monkey
0,get in vc stop ducking fat ass monkey
0,get in vc stop ducking fat ass monkey
0,get in vc stop ducking fat ass monkey
0,get in vc stop ducking fat ass monkey
0,@cg what method do you use to access a html element from js @zR1
0,working on a project more advanced than everything uve ever written combined
0,@cg what method do you use to access a html element from js @zR1
0,@cg what method do you use to access a html element from js @zR1
0,@cg what method do you use to access a html element from js @zR1
0,@cg what method do you use to access a html element from js @zR1
0,@cg what method do you use to access a html element from js @zR1
0,@cg what method do you use to access a html element from js @zR1
0,Vc won't change the fact you can't code
0,One of these days its straight to the moon
0,ben went forth the effort for reinforcements and they got ran out the server because they can’t code
0,He sounds very irritated in the VC rn
0,This dude was calling me so many names cause I was in vc muted
0,Then I started talking and suddenly he's being nice
0,I asked him a js question and he replied saying he doesn’t know html
0,u got a mic on your phone
0,we don't have to be friends anymore but I would still like to talk with you every now and again
0,Astrid they ignored you last time nigga
0,Now he simping over PCPS cause he found out I made it
0,Yeah because I'm blocked on the other account
0,@cg what method do you use to access a html element from js @zR1
0,your asking me like i just told you i dont do html
0,@rylen was I asking a flash card about html or JavaScript
0,theres getElementById or getElementByName. skid ass kids
0,And he still couldn’t copy n paste it
0,they will return an array of elements that match
0,is he wanking to lexis leg pics
0,@cg stfu you sound retarded as fuck lmao
0,just made Ben go in hush mode
0,Turn your mic up ffs I can just about hear you
0,@cg @zR1 what’s a group of JavaScript statements
0,@cg @zR1 what’s a group of JavaScript statements
0,@cg @zR1 what’s a group of JavaScript statements
0,and he said i didnt have money for a mic
0,@zR1 take a look in #community-nsfw-be-warned for better pics if you want them
0,These boys don’t even know the basics
0,depends what im looking at @astrid in there
0,They claim code but don’t know the fucking BASICS
0,This shit is like the introductions to JavaScript
0,@cg know your place kid you ain’t 08
0,This dude literally just flexing how he can ddos people that are better than him on GTA
0,How many wires you tapped today pal
0,boy got scared of some roblox freak letting out his anger in a discord vc
0,how can i if I don’t have the perms?
0,Bro is such a fake packgod dude
0,@Lexis Can we fucking get these red roles out of here holy shit
0,hey don't talk shit to my alt
0,Holy shit this chat is pure red
0,why are you kids earraping in a vc
0,Wireskid? Are you mad because you failed to hit my OVH with custom XDP rules and Berkeley packet filtering?
0,since when am I a bbos skid
0,ben ain’t 08 just made him go hush mode again
0,any of u learnt how to code yet?
0,Oh wait im unbanable No one from 100up can ban my c2 my ip is 147.135.119.47
0,pull up nigga im in the projects @cg
0,Let me steal you from hunnid up
0,Xdp on a server the size of your is not the best idea as for bpf why would you be using that for tcp?
0,@cg  joins the vc once i leave
0,talk to your self kid you ain’t 08 @cg
0,Yes but why bpf on tcp is not a very useful thing
0,shut up and learn to code u fucking skid
0,im a programming god and u still havent learned how to reverse a linked list
0,you should’ve seen ben leaving vc multiple times with me he’s a whole skid
0,age of information and niggas still can’t code
0,Ayyy Blood better take off them blue shoes
0,age of information and niggas still think the earth is flat
0,Im going to put blockchain dev in my bio
0,ben just staying in hush mode at this point
0,couldnt even hear the ben dude because his make was quiet
0,"""I don't even have perms"" - :Nerd:"
0,so you 'AX' is telling me.. that you have 0 perms??!
0,you skids aren’t very bright are you
0,im eating my pizza burger i already had you leave multiple times
0,shut up fucking skid ass kid @cg
0,think ill save my man saying daddy 🤣
0,is lord putting ben in hush mode too
0,he was just in hush mode with me
0,facts. big net reppin since these @cg was a little seamen
0,big fact you havent popped into the vc once
0,cant code cant hack cant do shit
0,can you even hello world skid @zR1
0,im tryna play my game on xbox live
0,@cg you dont even need to loud mic these people
0,I am sorry; that command isn't available at the moment
0,@/sbin he was already at 1% volume
0,fr fr i was shouting free da guys when my boy KMS got v&
0,it was 4 skids who can’t code
0,2 left* you are also still here.
0,my timezone is the only correct one
0,My timezone is the only correct one
0,you just changed the time on your pc
0,this skid fleeing because his skid friends who can’t code got ran out
0,we dont talk to 12 year olds
0,@/sbin You are gonna hear it loud and clear buddy.
0,I  believe i am entitled to senior admin role.
0,A person is justified in the use of deadly force to prevent or terminate unlawful entry into or attack upon any dwelling place of work or occupied vehicle if such person reasonably believes that such use of deadly force is necessary to prevent imminent death or great bodily harm to such person or another.
0,how do i save and apply them
0,it is but iptables -F saves them and applies them
0,why would i pay for 65% of a keyboard
0,i am not paying more money for less keyboard
0,i want to upgrade my current kb
0,Well i just took it out of the box
0,yea its a decent board for a good price
0,better then my logitech g pro rk61 gk61 and other shit ones ive got lying about
0,how do i see if it  worked doplhin
0,i have a mode 80 with alpacas lubed with 205g0 and txfilms with gmk wob
0,rk61 hotswap with yellows and custom caps
0,honestly these switches sound better than my WS onions
0,imma see what this sounds like with those
0,Yeah that's what I said quite literally. Use of deadly force is only authorized if you reasonably feel like your life is in danger
0,It varies by state but that's the most common version
0,@calt this is a banger in #🎧 Music 🎧 [voice]
0,Personally i am a mild cheddar kind of guy
0,but blue cheese on crackers is great
0,ever go raw dog on a bread roll?
0,I was like fuck it I’m a advocate of grossing myself out
0,And man that nigga is jumping on that shit bruh
0,nigga didn't even put a hazmat suit before diving into the abyss
0,Yeah bro when I see Twitter hidden replies I just get ready
0,Ain’t no way someone sent a attack for an hour
0,@Replayskid you already grinding for your #1 spot back?
0,You typed more messages than me bro
0,now what in the hell is a Mpkt/s
0,yeah because you’ll pass me quite fast
0,To be fair the script comes from the company like from there website like 100up does for certain vps that you buy
0,no nigga what the hell is a mpkt
0,oh brother what have they done to my boy rylen
0,Oh it is he just changed his name on here
0,@/sbin hi cutie you still got a crush on me after seeing #community-nsfw-be-warned
0,ur mom dunked ya daddies semen in expired milk before goin in
0,:catsip: because thats why im still chilling here right? cmon dude think about it
0,too bad u didnt deny the expired milk semen
0,now hold on u fat fuck who did u block
0,:catsip: glad we got the same priorities
0,who’s this kid dont even know him
0,@astrid and @Lexis are cute the rest are ugly
0,@Lexis these emojis are low quality asf invite emoji.gg and copy them from my server
0,It's the owner of courvix hes a little smelly but over all he's a very sexy guy and he has a thing for goth mommies so you are 1 of the 2 so you might become friends
0,what the fuck are you talking about skid
0,@rylen bet you dont know the order of a tcp handshake
0,Now @rylen will simp for you and ask you to abuse him in a nice way
0,what's the difference between let var and const in js
0,I want Bryan to sniff my ass
0,me and his balls then i guess
0,who are you your half mexican be quiet and eat some heinz beans
0,stop talking to me marshal's left foot
0,IMMA HIT YA WITH KILL ALL SKID.  MY NAME IS OG KUSH I DOWN EVERYTHING
0,You fear my presence in calls I made you leave the voice chat
0,I was bullying you in boof vC
0,yeah what the fuck is it? something to do with those lgdbtiopq+ folks?
0,you must be unimportant that i can’t remember you
0,I made you insecure and you ended up leaving
0,You sound like a fat tranny who been smoking cigs for 20 years straight
0,Let's not forget you are 10% homo
0,Drop a pic of you real fast
0,Would rather be black then a fat tranny
0,A fat tranny with no self respect at that
0,Nope I'm very relevant everyone loves me
0,You wasn’t even around in courv v3
0,Do I round the number or should i divide it by 1k to change via mb/kb/gb
0,And bro send a picture of some skinny black girl and I reverse image searches it
0,divide the byte value and convert to mbps
0,alr so divide it by 1k each time?
0,You sent a picture of some black bitch wearing uggs
0,Idk from what I have seen you are a rather pretty white girl
0,you can divide the value as you're reading it but yes young blood
0,im white but my dads a nibber
0,I would agree but I don’t judge other men’s appearances because I’m not a faggot
0,100% but you watched me ride a dildo so stfu lmao
0,Bro @./Cali I’m here in living room with friends she just asked me to go up stairs with her I said no I have zero attraction to her rn I’m baked as fuck bro that shit was crazy thc
0,i didn’t really watch it i just seen the preview and hit block
0,Yeah after watching me for 15 seconds have a dildo inside of me lmao
0,this woman sends me vids of her talkin she want me fr
0,I’m so glad I hid the community hotness channels
0,Hadda redo it since last discord got banned
0,shut up skid ass kid you can't code
0,remove duplicate integers from a 3d array
0,@marchi wheres the proof of me being a cutton picker
0,@marchi kde je důkaz že jsem negr
0,That would only work if she was black
0,i can't do the accents on pc
0,i learned a little slovak from a friend but i doubt much of it translates into czech
0,where’s the proof of me being black
0,sometimes are words almost the same like polish or russian
0,im from Praha/Prague but live in Germany
0,for a moment i was thinking prague is austria?
0,It’s not even on this phone I have like 2k pictures
0,Who sounds like you’ve been chain smoking for 20+ years
0,I’m on iPhone pal and if I was on android there isn’t a problem w that
0,Don’t label pictures because I DONT CARE
0,Don’t need to once someone hears you in vc
0,They will know you’re fat and a transvestite
0,show me being black and i join
0,It's always the ones that never show themselves that talk shit on other people lmao
0,Like I said I don’t know if it’s on my phone
0,I have around 2k pictures and videos
0,This was in summer of last year
0,Not my fault you wasn’t there pal
0,@astrid wasnt it at christmas time when we was in com?
0,I gotta prove myself to a tranny?
0,Idk i don't keep track of retards
0,Someone who couldn’t get laid as a man
0,I only really pay attention to alexa lord ry Claire and a few boof people
0,Yep I couldn't get laid as a guy but now I'm a woman I'm drowning in the amount of people that want to sleep with me
0,I would never lay with a fat person
0,Want to see my messages on grindr?
0,What the fuck did you just fucking say about me you little bitch? Ill have you know I graduated top of my class in the Navy Seals and Ive been involved in numerous secret raids on Al-Quaeda and I have over 300 confirmed kills. I am trained in gorilla warfare and Im the top sniper in the entire US armed forces. You are nothing to me but just another target. I will wipe you the fuck out with precision the likes of which has never been seen before on this Earth mark my fucking words. You think you can get away with saying that shit to me over the Internet? Think again fucker. As we speak I am contacting my secret network of spies across the USA and your IP is being traced right now so you better prepare for the storm maggot. The storm that wipes out the pathetic little thing you call your life. Youre fucking dead kid. I can be anywhere anytime and I can kill you in over seven hundred ways and thats just with my bare hands. Not only am I extensively trained in unarmed combat but I have access to the entire arsenal of the United States Marine Corps and I will use it to its full extent to wipe your miserable ass off the face of the continent you little shit. If only you could have known what unholy retribution your little “clever” comment was about to bring down upon you maybe you would have held your fucking tongue. But you couldnt you didnt and now youre paying the price you goddamn idiot. I will shit fury all over you and you will drown in it. Youre fucking dead kiddo.
0,Some old men who are closeted will take anything
0,Of course the other fat tranny would say something
0,@zR1 i think u forgot I am unhittable sniper bullets cannot kill me skid
0,If you think that’s a html question
0,Idk about that 1. There are 2 people currently aged under 25 asking to sleep with me. 1 of them even wants to take me out to dinner and then go back to a hotel and rail me until I forget my own name
0,You’re fat who would fuck a fat person
0,@astrid lemme rail u with a strap on
0,Why would I do that. Only liking 1 gender is boring. I think liking anyone I develop a friendship/relationship with is way better. Gender is irrelevant
0,I dont understand how gays feel attracted to males. Can someone explain the feeling? How is hairy dude that stinks comparable to slim girl with nice smile?
0,Being a boy and getting fucked by a cock just sounds wrong
0,Do you know how to open the menu on gta5 on ps5 but on the ps4 version
0,Like where I can call in my jet
0,Wouldn’t you rather be stickin it in a girls tight pussy instead lol
0,Exactly so that's why I'm a girl getting fucked instead
0,what do dudes see in other dudes that makes it attractive
0,You’re a fat retard with mental illness
0,whats the thing that attracts guys to guys
0,Easy it's all down to preferences. Some guy like big boobs others like ass. Some like both. Other like little boobs. It's all down to preferences. Not every gay guy will like men with lots of hair. And most gay guys smell good
0,when I think of female its obviously the pussy and the leg lock that excites me
0,is she happy with u or is she fucking some other guys
0,Happy cuddles during the netflix and chill
0,I’ve been with her for 2 years Buddy
0,ye but I mean whats the exciting part
0,Im the one who took her v funny thing
0,when it comes to females its the entire being
0,I like tall guys that that are strong but not overly muscular. I also like them to have a personality
0,so its a submissive feeling for you?
0,Likes tall guys that are strong while being a fat piece of shit
0,Dicks are cool but it's more about the person with the dick. Well for me anyway
0,High standards when you’re a fat loser
0,Some people are just hoes and will sleep with anyone
0,So you wait explain this to me ur a male and get pleasure over another male sticking his dick in u @astrid ?
0,so its like life companion with benefits and good time while the body/gender is less of an issue
0,Not a male but yes being railed feels good. There is a thing called the prostate and it's really sensitive when stimulated so being railed feels good
0,an the erotic side is entire body
0,My girl loves being railed by me yo
0,Well if she's happy then that's good
0,I'm currently drinking alcohol and thinking about stuff
0,Looks like you are missing a few numbers try adding an extra 0
0,doubting there's a she to begin with
0,I mean your phone is kinda right
0,I don’t get it you come into chat and just chat random shit to me acting like I care? Is it jealousy that I’m getting some pussy or what @keratin
0,:catsip: yes i actively come into this server to talk shit there's no jealousy when i aint got a clue who the fuck you are
0,I can see now how guys can find other guys attractive and girls can do same with other girls. Thanks for explaining @astrid I were genuinely interested about the thinking behind as I would cringe if I had to cuddle with a dude but seeing its basically less than 10% of what makes it attractive to begin with and more of overall feeling than physical stuff I can now imagine why it is like that. Too little people bother to think from other perspective.
0,Me too I like to do it while I shit
0,do sum bout it you red role
0,If u ain’t done a girl that’s on her period then like I feel bad for u
0,you ain't done a girl in the first place son
0,I have and I ain’t ya son
0,Yep hence why most guys that hookup for a 1 time thing don't really cuddle. The bottom gets pleasure and so does the top then they go back to their thing. If the 2 people are more than fuck buddies then they will cuddles and and enjoy each others company and closeness
0,I guess I almost had similar experience @astrid  I had a friend as 12yo that I could not had been enough of. I was best friends with him and I was almost obsessed about him
0,:catsip: go get some bitches before u make outrageous claims
0,nigga you couldnt pay a hooker to fuck you
0,My banks got more then your parents
0,stefe just describing his homosexual fantasies as a 12 y/o
0,well go on boon head prove it
0,@astrid see how this weirdo is trying to chat so much shit
